measure_id,evidence,measure_type,default_unit,name_friendly,name_official,name_internal,description_friendly,description_long,rationale_friendly,rationale_long
10075,less_is_better,outcome,per 1000,Accidental Puncture and Laceration,PSI #15 Accidental Puncture or Laceration (Provider-Level Indicator),"Accidental puncture or laceration (provider-level): rate per 1,000 discharges.","The number of cases of accidental cut, puncture, perforation, or laceration during procedure per 1,000 discharges. (PSI 15)","This measure is used to assess the number of cases of technical difficulty (e.g., accidental cut, puncture, perforation, or laceration during procedure) per 1,000 discharges. (PSI 15)","The Accidental Puncture or Laceration indicator is intended to flag cases of complications that arise due to technical difficulties in medical care--specifically, those involving an accidental puncture or laceration. This indicator is defined both on a provider level* and on an area level. See the related National Quality Measures Clearinghouse [NQMC] summary of the Agency for Healthcare Research and Quality [AHRQ] indicator Accidental puncture or laceration (area-level): rate per 100,000 population.","Hospitals in the United States provide the setting for some of life's most pivotal events - the birth of a child, major surgery, treatment for otherwise fatal illnesses. These hospitals house the most sophisticated medical technology in the world and provide state-of-the-art diagnostic and therapeutic services. But access to these services comes with certain costs. About 30% of personal health care expenditures in the United States go towards hospital care, and the rate of growth in spending for hospital services has only recently leveled out after several years of increases following a half a decade of declining growth. Simultaneously, concerns about the quality of health care services have reached a crescendo with the Institute of Medicine's series of reports describing the problem of medical errors and the need for a complete restructuring of the health care system to improve the quality of care. Policymakers, employers, and consumers have made the quality of care in U.S. hospitals a top priority and have voiced the need to assess, monitor, track, and improve the quality of inpatient care.

Widespread consensus exists that health care organizations can reduce patient injuries by improving the environment for safety from implementing technical changes, such as electronic medical record systems, to improving staff awareness of patient safety risks. Clinical process interventions also have strong evidence for reducing the risk of adverse events related to a patient's exposure to hospital care. Patient Safety Indicators (PSIs), which are based on computerized hospital discharge abstracts from the AHRQ's Healthcare Cost and Utilization Project (HCUP), can be used to better prioritize and evaluate local and national initiatives. Analyses of these and similar inexpensive, readily available administrative data sets may provide a screen for potential medical errors and a method for monitoring trends over time.

The Accidental Puncture or Laceration indicator is intended to flag cases of complications that arise due to technical difficulties in medical care--specifically, those involving an accidental puncture or laceration. This indicator is defined both on a provider level* and on an area level. See the related National Quality Measures Clearinghouse [NQMC] summary of the Agency for Healthcare Research and Quality [AHRQ] indicator Accidental puncture or laceration (area-level): rate per 100,000 population.

*The following concerns affect the validity of this indicator:

    * Underreporting or screening: Conditions included in this indicator may not be systematically reported (leading to an artificially low rate) or may be routinely screened for (leading to a higher rate in facilities that screen).
    * Unclear preventability: As compared to other Patient Safety Indicators (PSIs), the conditions included in this indicator may be less preventable by the health system.

Refer to the original measure documentation for further information."
10076,less_is_better,outcome,per 1000,Birth Trauma,PSI #17 birth trauma -- injury to neonate,"Birth trauma - injury to neonate: rate per 1,000 newborns.","The number of cases of injury to newborn babies, per 1,000 liveborn births. (PSI 17)","This measure is used to assess the number of cases of birth trauma, injury to neonate, per 1,000 newborns. (PSI 17)","The Birth Trauma - Injury to Neonate indicator is intended to flag cases of birth trauma for infants born alive in a hospital. The indicator excludes patients born pre-term, as birth trauma in these patients may be less preventable than for full-term infants.","The Birth Trauma -- Injury to Neonate indicator is intended to flag cases of birth trauma for infants born alive in a hospital. The indicator excludes patients born pre-term, as birth trauma in these patients may be less preventable than for full-term infants."
10079,less_is_better,outcome,percent,Heart Attack 30-Day Mortality Rate,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,This measure shows the rate for all-cause mortality (death from any cause) within 30 days of a hospital admission for heart attack.,"Hospital-specific, risk-standardized, all-cause 30-day mortality (defined as death from any cause 30 days after the index admission date) for patients discharged from the hospital with a principal diagnosis of AMI.",Mortality of patients with AMI represents a significant outcome potentially related to quality of care. This rate-based indicator identifies an undesirable outcome of care. High rates over time warrant investigation into the quality of care provided.,Mortality of patients with AMI represents a significant outcome potentially related to quality of care. This rate-based indicator identifies an undesirable outcome of care. High rates over time warrant investigation into the quality of care provided.
10080,less_is_better,outcome,percent,Heart Failure 30-Day Mortality Rate,Heart failure (HF) 30-Day Mortality Rate,Heart failure (HF) 30-Day Mortality Rate,This measure shows the rate for all-cause mortality (death from any cause) within 30 days of a hospital admission for heart failure.,"Hospital-specific, risk-standardized, all-cause 30-day mortality (defined as death from any cause 30 days after the index admission date) for patients discharged from the hospital with a principal diagnosis of HF.",Mortality of patients with HF represents a significant outcome potentially related to quality of care. This rate-based indicator identifies an undesirable outcome of care. High rates over time warrant investigation into the quality of care provided.,Mortality of patients with HF represents a significant outcome potentially related to quality of care. This rate-based indicator identifies an undesirable outcome of care. High rates over time warrant investigation into the quality of care provided.
10081,less_is_better,outcome,percent,Pneumonia 30-Day Mortality Rate,Pneumonia (PN) 30-Day Mortality Rate,Pneumonia (PN) 30-Day Mortality Rate,This measure shows the rate for all-cause mortality (death from any cause) within 30 days of a hospital admission for pneumonia.,"Hospital-specific, risk-standardized, all-cause 30-day mortality (defined as death from any cause 30 days after the index admission date) for patients discharged from the hospital with a principal diagnosis of pneumonia.",Mortality of patients with pneumonia represents a significant outcome potentially related to quality of care. This rate-based indicator identifies an undesirable outcome of care. High rates over time warrant investigation into the quality of care provided.,Mortality of patients with pneumonia represents a significant outcome potentially related to quality of care. This rate-based indicator identifies an undesirable outcome of care. High rates over time warrant investigation into the quality of care provided.
10083,less_is_better,outcome,percent,Pneumonia Patients Readmitted to Hospital Within 30 Days,Hospital 30-Day Readmission Rates for Pneumonia,Hospital 30-Day Readmission Rates for Pneumonia,This measure shows the all-cause 30-day readmission rate for patients discharged from a previous hospital stay for pneumonia.,All-cause 30-day readmission rates for patients discharged alive to a non-acute care setting with a principal diagnosis of pneumonia. The 30-day risk-standardized readmission measures for heart attack is produced from Medicare claims and enrollment data using sophisticated statistical modeling techniques that adjust for patient-level risk factors and account for the clustering of patients within hospitals.,,"Rates of readmission show whether a hospital is doing its best to prevent complications, teach patients at discharge, and ensure patients make a smooth transition to their home or another setting such as a nursing home."
10084,less_is_better,outcome,percent,Heart Failure Patients Readmitted to Hospital Within 30 Days,Hospital 30-Day Readmission Rates for Heart Failure,Hospital 30-Day Readmission Rates for Heart Failure,This measure shows the all-cause 30-day readmission rate for patients discharged from a previous hospital stay for heart failure.,All-cause 30-day readmission rates for patients discharged alive to a non-acute care setting with a principal diagnosis of heart failure. The 30-day risk-standardized readmission measures for heart attack is produced from Medicare claims and enrollment data using sophisticated statistical modeling techniques that adjust for patient-level risk factors and account for the clustering of patients within hospitals.,"Rates of readmission show whether a hospital is doing its best to prevent complications, teach patients at discharge, and ensure patients make a smooth transition to their home or another setting such as a nursing home.","Rates of readmission show whether a hospital is doing its best to prevent complications, teach patients at discharge, and ensure patients make a smooth transition to their home or another setting such as a nursing home."
10085,less_is_better,outcome,percent,Heart Attack Patients Readmitted to Hospital Within 30 Days,Hospital 30-Day Readmission Rates for Heart Attack,Hospital 30-Day Readmission Rates for Heart Attack,This measure shows the all-cause 30-day readmission rate for patients discharged from a previous hospital stay for heart attack.,All-cause 30-day readmission rates for patients discharged alive to a non-acute care setting with a principal diagnosis of heart attack. The 30-day risk-standardized readmission measures for heart attack is produced from Medicare claims and enrollment data using sophisticated statistical modeling techniques that adjust for patient-level risk factors and account for the clustering of patients within hospitals.,"Rates of readmission show whether a hospital is doing its best to prevent complications, teach patients at discharge, and ensure patients make a smooth transition to their home or another setting such as a nursing home. ","Rates of readmission show whether a hospital is doing its best to prevent complications, teach patients at discharge, and ensure patients make a smooth transition to their home or another setting such as a nursing home. "
10090,no_difference,utilization,patients,Number of Patients: Heart Failure,Number of Patients for MS-DRG 293: Heart Failure,Number of Patients for MS-DRG 293: Heart Failure,Number of Patients with Heart Failure without complications or comorbidities (MS-DRG 293).,Number of Patients for MS-DRG 293: Heart Failure (without complications or comorbidities),,
10091,no_difference,utilization,patients,Number of Patients: Chest Pain,Number of Patients for MS-DRG 313: Chest Pain,Number of Patients for MS-DRG 313: Chest Pain,Number of Patients with Chest Pain without complications or comorbidities (MS-DRG 313).,Number of Patients for MS-DRG 313: Chest Pain (without complications or comorbidities),,
10099,no_difference,utilization,patients,Number of Patients: Diabetes,Number of Patients for MS-DRG 639: Diabetes,Number of Patients for MS-DRG 639: Diabetes,Number of Patients with Diabetes without complications or comorbidities (MS-DRG 639).,Number of Patients for MS-DRG 639: Diabetes (without complications or comorbidities),,
10110,no_difference,utilization,patients,Number of Patients: Gallbladder Removal,Number of Patients for MS-DRG 419: Gallbladder Removal By Laparoscope,Number of Patients for MS-DRG 419: Gallbladder Removal By Laparoscope,Number of Patients with Gallbladder Removal By Laparoscope without complications or comorbidities (MS-DRG 419).,Number of Patients for MS-DRG 419: Gallbladder Removal By Laparoscope (without complications or comorbidities),,
10190,less_is_better,outcome,per 1000,Risk-adjusted Mortality Rate: Inpatient Bypass Graft Deaths,Coronary Artery Bypass Graft Mortality Rate,Coronary artery bypass graft (IQI 12),Mortality indicators for inpatient conditions include conditions for which mortality has been shown to vary substantially across institutions and for which evidence suggests that high mortality may be associated with deficiencies in the quality of care. This measure is used to assess the number of deaths per 1000 patients with discharge procedure code coronary artery bypass graft. (IQI 12),,,
10192,less_is_better,outcome,per 1000,Risk-adjusted Mortality Rate: Inpatient Heart Attack Deaths,Risk-adjusted Acute myocardial infarction (AMI) (IQI 15),Risk-adjusted Acute myocardial infarction (AMI) (IQI 15),"Timely and effective treatments for heart attack, which are essential for patient survival, include appropriate therapy to dissolve blood clots and reopen blood vessels.  Better processes of care may reduce mortality for heart attack, which represents better quality.  This measure is used to assess the number of deaths per 1000 discharges with the principle diagnosis of heart attack (acute myocardial infarction) (IQI 15).","Timely and effective treatments for acute myocardial infarction (AMI), which are essential for patient survival, include appropriate use of thrombolytic therapy and revascularization.  Better processes of care may reduce mortality for AMI, which represents better quality.  This measure is used to assess the number of deaths per 1000 discharges with a principal diagnosis code of AMI (IQI 15).",,
10193,less_is_better,utilization,per 1000,Cesarean Section Delivery,Observed Number of Cesarean deliveries per 1000 deliveries. (IQI 21),Cesarean section delivery (IQI 21),"Utilization indicators examine procedures whose use varies significantly across hospitals and for which questions have been raised about overuse, underuse, or misuse. 

This measure is used to assess the number of hospital-level Cesarean deliveries per 1000 deliveries. (IQI 21)","Cesarean delivery is the most common operative procedure performed in the United States and is associated with higher costs than vaginal delivery.  Cesarean delivery has been identified as an overused procedure. As such, lower rates represent better quality.  This measure is used to assess the number of hospital-level Cesarean deliveries per 1000 deliveries. (IQI 21)",,
10194,more_is_better,utilization,per 1000,Uncomplicated Vaginal Births After Cesarean,Observed Number of Uncomplicated Vaginal deliveries after Cesarean per 1000 deliveries. (IQI 22),"Vaginal Birth After Cesarean (VBAC), Uncomplicated (IQI 22)","Utilization indicators examine procedures whose use varies significantly across hospitals and for which questions have been raised about overuse, underuse, or misuse.

This measure is used to assess the number of hospital-level Uncomplicated Vaginal deliveries after Cesarean per 1000 deliveries. (IQI 22)","Cesarean delivery is the most common operative procedure performed in the United States and is associated with higher costs than vaginal delivery.  Cesarean delivery has been identified as an overused procedure. As such, lower rates represent better quality.  This measure is used to assess the number of Uncomplicated hospital-level Vaginal deliveries after Cesarean per 1000 deliveries. (IQI 22)",,
10198,less_is_better,outcome,per 1000,Pressure Ulcer,PSI #3 Pressure Ulcer,"Pressure ulcer: rate per 1,000 discharges.","The number of cases of pressure ulcer per 1,000 discharges with a length of stay greater than 4 days (PSI 03).","This measure is used to assess the number of cases of pressure ulcer per 1,000 discharges with a length of stay greater than 4 days (PSI 03).","The Pressure Ulcer indicator is intended to flag cases of in-hospital pressure ulcers. Its definition is limited to pressure ulcer as secondary diagnosis to better screen out cases that may be present on admission. In addition, this indicator excludes patients who have a length of stay of 4 days or less, as it is unlikely that a pressure ulcer would develop within this period of time. Finally, this indicator excludes patients who are particularly susceptible to pressure ulcer, namely patients with major skin disorders and paralysis.","The Pressure Ulcer indicator is intended to flag cases of in-hospital pressure ulcers. Its definition is limited to pressure ulcer as secondary diagnosis to better screen out cases that may be present on admission. In addition, this indicator excludes patients who have a length of stay of 4 days or less, as it is unlikely that a pressure ulcer would develop within this period of time. Finally, this indicator excludes patients who are particularly susceptible to pressure ulcer, namely patients with major skin disorders (Major Diagnostic Category 9 [MDC 9]) and paralysis."
10200,less_is_better,outcome,per 1000,Collapsed Lung caused by Medical Care,PSI #6 Iatrogenic Pneumothorax (Provider-Level Indicator),"Iatrogenic pneumothorax (provider-level): rate per 1,000 discharges.","This measure is used to assess the number of cases of collapsed lung caused by medical care per 1,000 patients. (PSI 06)

","This measure is used to assess the number of cases of iatrogenic pneumothorax per 1,000 discharges. (PSI 06)","The Iatrogenic Pneumothorax indicator is intended to flag cases of pneumothorax caused by medical care. This indicator is defined on a provider level by including all cases of iatrogenic pneumothorax occurring as a secondary diagnosis during hospitalization.

Iatrogenic pneumothorax excludes all trauma patients because these patients may be more susceptible to non-preventable iatrogenic pneumothorax or may be miscoded for traumatic pneumothorax.","The Iatrogenic Pneumothorax indicator is intended to flag cases of pneumothorax caused by medical care. This indicator is defined on both a provider level (by including all cases of iatrogenic pneumothorax occurring as a secondary diagnosis during hospitalization) and on an area level (by including all cases of iatrogenic pneumothorax) (see the related National Quality Measures Clearinghouse [NQMC] summary of the Agency for Healthcare Research and Quality [AHRQ] indicator Iatrogenic pneumothorax (area-level): rate per 100,000 population).

Iatrogenic pneumothorax excludes all trauma patients because these patients may be more susceptible to non-preventable iatrogenic pneumothorax or may be miscoded for traumatic pneumothorax."
10202,less_is_better,outcome,per 1000,Postoperative Hemorrhage or Hematoma,PSI #9 Postoperative Hemorrhage or Hematoma (Provider-Level Indicator),"Postoperative hemorrhage or hematoma (provider-level): rate per 1,000 surgical discharges","The number of cases of hematoma or hemorrhage requiring a procedure per 1,000 surgical discharges. (PSI 09)","This measure is used to assess the number of cases of hematoma or hemorrhage requiring a procedure per 1,000 surgical discharges with an operating room procedure. (PSI 09)","The Postoperative Hemorrhage or Hematoma indicator is intended to capture cases of hemorrhage or hematoma following a surgical procedure. This indicator is defined on a provider level. This indicator limits hemorrhage and hematoma codes to secondary procedure and diagnosis codes, to isolate those hemorrhages that can truly be linked to a surgical procedure.","The Postoperative Hemorrhage or Hematoma indicator is intended to capture cases of hemorrhage or hematoma following a surgical procedure. This indicator is defined both on a provider level and on an area level (see the related National Quality Measures Clearinghouse [NQMC] summary of the Agency for Healthcare Research and Quality [AHRQ] indicator Postoperative hemorrhage or hematoma (area-level): rate per 100,000 population). This indicator limits hemorrhage and hematoma codes to secondary procedure and diagnosis codes, respectively, to isolate those hemorrhages that can truly be linked to a surgical procedure."
10203,less_is_better,outcome,per 1000,Postoperative Respiratory Failure,PSI #11 Postoperative Respiratory Failure,"Postoperative respiratory failure: rate per 1,000 elective surgical discharges with an operating room procedure","The number of cases of acute respiratory failure per 1,000 elective surgical discharges. (PSI 11)","This measure is used to assess the number of cases of acute respiratory failure per 1,000 elective surgical discharges with an operating room procedure. (PSI 11)",The Postoperative Respiratory Failure indicator is intended to flag cases of postoperative respiratory failure. This indicator limits the code for respiratory failure to secondary diagnosis codes to eliminate respiratory failure that was present on admission. It further excludes patients who have major respiratory or circulatory disorders and limits the population at risk to elective surgery patients.,The Postoperative Respiratory Failure indicator is intended to flag cases of postoperative respiratory failure. This indicator limits the code for respiratory failure to secondary diagnosis codes to eliminate respiratory failure that was present on admission. It further excludes patients who have major respiratory or circulatory disorders and limits the population at risk to elective surgery patients.
10205,less_is_better,outcome,per 1000,Postoperative Sepsis,PSI #13 Postoperative Sepsis,"Postoperative sepsis: rate per 1,000 elective surgery discharges with an operating room procedure and a length of stay of 4 days or more","The number of cases of sepsis per 1,000 elective surgery patients with a length of stay of 4 days or more (PSI 13).","This measure is used to assess the number of cases of sepsis per 1,000 elective surgery patients with an operating room procedure and a length of stay of 4 days or more (PSI 13).","The Postoperative Sepsis indicator is intended to flag cases of hospital-acquired postoperative sepsis. This indicator limits the code for sepsis to secondary diagnosis codes to eliminate sepsis that was present on admission. This indicator also excludes patients who have a principal diagnosis of infection, patients with a length of stay of less than 4 days, and patients with potential immunocompromised states (e.g., AIDS, cancer, transplant).","The Postoperative Sepsis indicator is intended to flag cases of nosocomial postoperative sepsis. This indicator limits the code for sepsis to secondary diagnosis codes to eliminate sepsis that was present on admission. This indicator also excludes patients who have a principal diagnosis of infection, patients with a length of stay of less than 4 days, and patients with potential immunocompromised states (e.g., AIDS, cancer, transplant)."
10207,less_is_better,outcome,per 1000,Obstetric Trauma - Instrument-assisted Vaginal Delivery,PSI #18 Obstetric Trauma - Vaginal Delivery with Instrument,"Obstetric trauma (3rd or 4th degree lacerations): rate per 1,000 instrument-assisted vaginal deliveries","This measure is used to assess the number of cases of obstetric trauma per 1,000 instrument-assisted vaginal deliveries. (PSI 18)","This measure is used to assess the number of cases of obstetric trauma (3rd or 4th degree lacerations) per 1,000 instrument-assisted vaginal deliveries. (PSI 18)",This Obstetric Trauma - Vaginal Delivery with Instrument indicator is intended to flag cases of potentially preventable trauma during vaginal delivery with instrument.,This Obstetric Trauma - Vaginal Delivery with Instrument indicator* is intended to flag cases of potentially preventable trauma during vaginal delivery with instrument.
10208,less_is_better,outcome,per 1000,Obstetric Trauma - Vaginal Delivery without Instrument,PSI #19 Obstetric Trauma - Vaginal Delivery without Instrument,"Obstetric trauma (3rd or 4th degree lacerations): rate per 1,000 vaginal deliveries without instrument assistance","This measure is used to assess the number of cases of obstetric trauma (3rd or 4th degree lacerations) per 1,000 vaginal deliveries without instrument assistance. (PSI 19)","This measure is used to assess the number of cases of obstetric trauma (3rd or 4th degree lacerations) per 1,000 vaginal deliveries without instrument assistance. (PSI 19)",This Obstetric Trauma - Vaginal Delivery without Instrument indicator is intended to flag cases of potentially preventable trauma during a vaginal delivery without instrument.,This Obstetric Trauma - Vaginal Delivery without Instrument indicator is intended to flag cases of potentially preventable trauma during a vaginal delivery without instrument.
10211,no_difference,utilization,per 1000,Primary Cesarean Delivery Rate ,Number of Cesarean deliveries per 100 deliveries in women with no history of previous Cesarean delivery.,Observed Number of Cesarean deliveries per 100 deliveries in women with no history of previous Cesarean delivery.,"Utilization indicators examine procedures whose use varies significantly across hospitals and for which questions have been raised about overuse, underuse, or misuse. This measure is used to assess the number of Cesarean deliveries per 1000 deliveries in women with no history of previous Cesarean delivery. (IQI 33)","Utilization indicators examine procedures whose use varies significantly across hospitals and for which questions have been raised about overuse, underuse, or misuse. This measure is used to assess the number of Cesarean deliveries per 1000 deliveries in women with no history of previous Cesarean delivery. (IQI 33)",,
10213,less_is_better,outcome,per 1000,Postoperative Acute Kidney Injury Requiring Dialysis,Postoperative Acute Kidney Injury Requiring Dialysis,Postoperative Acute Kidney Injury Requiring Dialysis,"This measure is used to assess the number of cases of specified physiological or metabolic derangement per 1,000 elective surgical discharges with an operating room procedure. (PSI 10)","This measure is used to assess the number of cases of specified physiological or metabolic derangement per 1,000 elective surgical discharges with an operating room procedure. (PSI 10)","The Postoperative Physiologic and Metabolic Derangement indicator is intended to flag cases of postoperative metabolic or physiologic complications. The population at risk is limited to elective surgical patients, because patients undergoing non-elective surgery may develop less preventable derangements. In addition, each diagnosis has specific exclusions, designed to reduce the number of flagged cases in which the diagnosis was present on admission or was more likely to be non-preventable.","The Postoperative Physiologic and Metabolic Derangement indicator is intended to flag cases of postoperative metabolic or physiologic complications. The population at risk is limited to elective surgical patients, because patients undergoing non-elective surgery may develop less preventable derangements. In addition, each diagnosis has specific exclusions, designed to reduce the number of flagged cases in which the diagnosis was present on admission or was more likely to be non-preventable."
10215,less_is_better,outcome,per 1000,Postoperative Hip Fracture ,PSI #8 Postoperative Hip Fracture,"Postoperative hip fracture: rate per 1,000 surgical discharges ","The number of cases of in-hospital hip fracture per 1,000 surgical discharges(PSI 08).","This measure is used to assess the number of cases of in-hospital hip fracture per 1,000 surgical discharges with an operating room procedure(PSI 08).","The Postoperative Hip Fracture indicator is intended to capture cases of in-hospital hip fractures. This indicator limits diagnosis codes to secondary diagnosis codes to eliminate fractures that were present on admission. It further excludes patients in Major Diagnosis Category (MDC) 8 (musculoskeletal disorders) and patients with indications for trauma or cancer, or principal diagnoses of seizure, syncope, stroke, coma, cardiac arrest, or poisoning, as these patients may have a fracture present on admission. This indicator is limited to surgical cases since previous research suggested that these codes in medical patients often represent conditions present on admission.","The Postoperative Hip Fracture indicator is intended to capture cases of in-hospital fracture--specifically, hip fractures. This indicator limits diagnosis codes to secondary diagnosis codes to eliminate fractures that were present on admission. It further excludes patients in Major Diagnosis Category (MDC) 8 (musculoskeletal disorders) and patients with indications for trauma or cancer, or principal diagnoses of seizure, syncope, stroke, coma, cardiac arrest, or poisoning, as these patients may have a fracture present on admission. This indicator is limited to surgical cases since previous research suggested that these codes in medical patients often represent conditions present on admission (see the ""Literature Review"" section of the original measure documentation)."
10291,no_difference,utilization,days,Median Stay: Heart Failure,Median Length of Stay for MS-DRG 293: Heart Failure,Median Length of Stay for MS-DRG 293: Heart Failure,Median Length of Stay for Heart Failure without complications or comorbidities (MS-DRG 293).,Median Length of Stay for MS-DRG 293: Heart Failure (without complications or comorbidities),,
10292,no_difference,utilization,days,Median Stay: Chest Pain,Median Length of Stay for MS-DRG 313: Chest Pain,Median Length of Stay for MS-DRG 313: Chest Pain,Median Length of Stay for Chest Pain without complications or comorbidities (MS-DRG 313).,Median Length of Stay for MS-DRG 313: Chest Pain (without complications or comorbidities),,
10300,no_difference,utilization,days,Median Stay: Diabetes,Median Length of Stay for MS-DRG 639: Diabetes,Median Length of Stay for MS-DRG 639: Diabetes,Median Length of Stay for Diabetes without complications or comorbidities (MS-DRG 639).,Median Length of Stay for MS-DRG 639: Diabetes (without complications or comorbidities),,
10311,no_difference,utilization,days,Median Stay: Gallbladder Removal By Laparoscope,Median Length of Stay for MS-DRG 419: Gallbladder Removal By Laparoscope,Median Length of Stay for MS-DRG 419: Gallbladder Removal By Laparoscope,Median Length of Stay for Gallbladder Removal By Laparoscope without complications or comorbidities (MS-DRG 419).,Median Length of Stay for MS-DRG 419: Gallbladder Removal By Laparoscope (without complications or comorbidities),,
10322,no_difference,structure,dollars,Median Charges: Heart Failure,Median Charges for MS-DRG 293: Heart Failure,Median Charges for MS-DRG 293: Heart Failure,Median Charges for Heart Failure without complications or comorbidities (MS-DRG 293). Hospital list prices (more commonly referred to as gross charges) are standard prices established by hospitals each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Median Charges for MS-DRG 293: Heart Failure (without complications or comorbidities). The Median total charges (list price"") these hospitals bill for this condition or procedure. The total charge is the amount a hospital would bill someone before applying any discounts. Insurance companies and other bulk purchasers including the government negotiate or set their own payment amounts directly with hospitals. Charges are for hospital services and accommodation only, they do not include physician or surgeon fees.""",,
10323,no_difference,structure,dollars,Median Charges: Chest Pain,Median Charges for MS-DRG 313: Chest Pain,Median Charges for MS-DRG 313: Chest Pain,Median Charges for Chest Pain without complications or comorbidities (MS-DRG 313). Hospital list prices (more commonly referred to as gross charges) are standard prices established by hospitals each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Median Charges for MS-DRG 313: Chest Pain (without complications or comorbidities). The Median total charges (list price"") these hospitals bill for this condition or procedure. The total charge is the amount a hospital would bill someone before applying any discounts. Insurance companies and other bulk purchasers including the government negotiate or set their own payment amounts directly with hospitals. Charges are for hospital services and accommodation only, they do not include physician or surgeon fees.""",,
10331,no_difference,structure,dollars,Median Charges: Diabetes,Median Charges for MS-DRG 639: Diabetes,Median Charges for MS-DRG 639: Diabetes,Median Charges for Diabetes without complications or comorbidities (MS-DRG 639). Hospital list prices (more commonly referred to as gross charges) are standard prices established by hospitals each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Median Charges for MS-DRG 639: Diabetes (without complications or comorbidities). The Median total charges (list price"") these hospitals bill for this condition or procedure. The total charge is the amount a hospital would bill someone before applying any discounts. Insurance companies and other bulk purchasers including the government negotiate or set their own payment amounts directly with hospitals. Charges are for hospital services and accommodation only, they do not include physician or surgeon fees.""",,
10342,no_difference,structure,dollars,Median Charges: Gallbladder Removal By Laparoscope,Median Charges for MS-DRG 419: Gallbladder Removal By Laparoscope,Median Charges for MS-DRG 419: Gallbladder Removal By Laparoscope,Median Charges for Gallbladder Removal By Laparoscope without complications or comorbidities (MS-DRG 419). Hospital list prices (more commonly referred to as gross charges) are standard prices established by hospitals each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Median Charges for MS-DRG 419: Gallbladder Removal By Laparoscope (without complications or comorbidities). The Median total charges (list price"") these hospitals bill for this condition or procedure. The total charge is the amount a hospital would bill someone before applying any discounts. Insurance companies and other bulk purchasers including the government negotiate or set their own payment amounts directly with hospitals.. Charges are for hospital services and accommodation only, they do not include physician or surgeon fees.""",,
10397,no_difference,structure,dollars,Median Charges: Appendectomy,Median Charges for MS-DRG 397: Appendectomy,Median Charges for MS-DRG 397: Appendectomy,Median Charges for Appendectomy without complications or comorbidities (MS-DRG 397). Hospital list prices (more commonly referred to as gross charges) are standard prices established by hospitals each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Median Charges for MS-DRG 397: Appendectomy (without complications or comorbidities). The Median total charges (list price"") these hospitals bill for this condition or procedure. The total charge is the amount a hospital would bill someone before applying any discounts. Insurance companies and other bulk purchasers including the government negotiate or set their own payment amounts directly with hospitals. Charges are for hospital services and accommodation only, they do not include physician or surgeon fees.""",,
10400,no_difference,utilization,days,Median Stay: Appendectomy,Median Length of Stay for MS-DRG 343: Appendectomy,Median Length of Stay for MS-DRG 343: Appendectomy,Median Length of Stay for Appendectomy without complications or comorbidities (MS-DRG 343).,Median Length of Stay for MS-DRG 343: Appendectomy (without complications or comorbidities),,
10403,no_difference,utilization,patients,Number of Patients: Appendectomy,Number of Patients for MS-DRG 343: Appendectomy,Number of Patients for MS-DRG 343: Appendectomy,Number of Patients with an Appendectomy without complications or comorbidities (MS-DRG 343).,Number of Patients for MS-DRG 343: Appendectomy (without complications or comorbidities),,
10406,no_difference,utilization,patients,Number of Patients: Bronchitis and Asthma,Number of Patients for MS-DRG 203: Bronchitis and Asthma,Number of Patients for MS-DRG 203: Bronchitis and Asthma,Number of Patients with Bronchitis and Asthma without complications or comorbidities (MS-DRG 203).,Number of Patients for MS-DRG 203: Bronchitis and Asthma (without complications or comorbidities),,
10407,no_difference,utilization,days,Median Stay: Bronchitis and Asthma,Median Length of Stay for MS-DRG 203: Bronchitis and Asthma,Median Length of Stay for MS-DRG 203: Bronchitis and Asthma,Median Length of Stay for Bronchitis and Asthma without complications or comorbidities (MS-DRG 203).,Median Length of Stay for MS-DRG 203: Bronchitis and Asthma (without complications or comorbidities),,
